,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
2756,Tong sum dried,MISCELLANEOUS,Herbs spices condiments,Gram (1g),2.78,0.65,0.06,0.01,0,0.07,0,0.06,0.139,0.216666667,0.08,0.015625,0,0.28,0,0.0025,0.665479111,0.40967803,0.359682204,5.088339223,0.000149678
2757,Tonic water,BEVERAGES,Non-alcoholic beverages,Can (330g),112.79,29.04,0,0,0,0,0,13.2,5.6395,9.68,0,0,0,0,0,0.55,0,4.036666667,0.607977508,0,0
2758,Top shell raw,FISH AND FISH PRODUCTS,Shellfish and roe (eg all bivalves),Gram (1g),0.91,0.01,0.2,0,0,0,1.7,4,0.0455,0.003333333,0.266666667,0,0,0,0.566666667,0.166666667,0.374012903,0.39010101,0.373123874,0.684784935,0
2759,Topping fruit syrup,MISCELLANEOUS,Baking / leavening agents,Tablespoon (23g),39.1,10.65,0,0,0,0.09,0,8.05,1.955,3.55,0,0,0,0.36,0,0.335416667,0.126219833,1.725138889,0.583803346,0.314353284,0
2760,Toppings butterscotch or caramel,MISCELLANEOUS,Others,Tablespoon (41g),103.32,26.65,0.62,0.04,0.05,0.37,0.41,143.09,5.166,8.883333333,0.826666667,0.0625,0.25,1.48,0.136666667,5.962083333,0.261276652,5.526982323,0.896364308,0.400645549,0.000598713
2761,Tortilla chip nacho flavour,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Piece (2.67g),13.3,1.67,0.21,0.68,0.13,0.14,0.08,18.9,0.665,0.556666667,0.28,1.0625,0.65,0.56,0.026666667,0.7875,0.569795885,1.135454545,0.681954682,0.789041096,0.010178117
2762,Tortilla chip plain,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Cup (27.5g),134.48,16.57,2.15,6.42,0.77,1.46,0,115.78,6.724,5.523333333,2.866666667,10.03125,3.85,5.84,0,4.824166667,0.994242584,7.11665404,0.921368985,1.130870558,0.096093399
2763,Tortillas ready-to-bake or -fry flour,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (30g),93.6,14.49,2.49,2.34,0.57,0.93,0,190.8,4.68,4.83,3.32,3.65625,2.85,3.72,0,7.95,0.82201087,5.845719697,1.029176003,0.909560724,0.035024697
2764,Traditional Bolognaise Pasta Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (440g),594,53.5,30.8,27.72,10.6,8.4,44,1518,29.7,17.83333333,41.06666667,43.3125,53,33.6,14.66666667,63.25,1.048590956,41.32083333,1.345955483,0.929749922,0.414907948
2765,Traditional ondeh ondeh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (50g),136,22.25,1.35,5,3.78,1.25,0,38,6.8,7.416666667,1.8,7.8125,18.9,5,0,1.583333333,0.473277935,6.010732323,0.770606708,0.498472816,0.074839096
2766,Treacle black,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Tablespoon (23g),62.28,15.32,0.25,0,0,0,0,24.84,3.114,5.106666667,0.333333333,0,0,0,0,1.035,0.077736978,2.53530303,0.616262283,0.160681289,0
2767,Trevally malabar raw,FISH AND FISH PRODUCTS,Fish and roe,1 portion (91g),91,0,18.93,1.73,0.91,0,37.31,74.62,4.55,0,25.24,2.703125,4.55,0,12.43666667,3.109166667,2.460438668,2.270763889,0.409146647,2.048216399,0.025894327
2768,Trevally yellow banded whole raw,FISH AND FISH PRODUCTS,Fish and roe,1 portion (60g),60.76,0,12.84,1.04,0.53,0,36.6,25.8,3.038,0,17.12,1.625,2.65,0,12.2,1.075,2.143966338,1.233333333,0.305431732,1.805621473,0.015566532
2769,Trevally yellow banded with tamarind boiled,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (40g),106.02,2.52,7.44,7.36,4.32,0.46,14.43,27.2,5.301,0.84,9.92,11.5,21.6,1.84,4.81,1.133333333,0.849872502,4.794141414,0.760854057,0.716105264,0.110163149
2770,Tropical juice drink,BEVERAGES,Non-alcoholic beverages,Cup (261g),93.05,23.49,0,0,0,0.26,0,26.1,4.6525,7.83,0,0,0,1.04,0,1.0875,0.171195977,3.511590909,0.621245627,0.362369338,0
2771,Tuna mayonnaise sandwich,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (113g),254.35,34.18,15,6.4,1.03,1.62,24.18,433.26,12.7175,11.39333333,20,10,5.15,6.48,8.06,18.0525,1.165082717,13.63083333,0.993682036,1.20418372,0.095794043
2772,Tuna puff,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (91g),379.47,24.3,8.55,27.48,12.02,1.27,48.23,373.1,18.9735,8.1,11.4,42.9375,60.1,5.08,16.07666667,15.54583333,0.343131614,22.61929293,1.132465163,0.297752403,0.411315671
2773,Tuna sandwich type canned in oil,FISH AND FISH PRODUCTS,Fish and roe,Tablespoon (40g),101.05,0,7.24,8.08,1.24,0,13.6,193.2,5.0525,0,9.653333333,12.625,6.2,0,4.533333333,8.05,0.971714257,7.225,1.193721603,0.809984967,0.120939979
2774,Tuna with mayonnaise spread canned,FISH AND FISH PRODUCTS,Fish and roe,Can (150g),225,4.2,18.6,15,2.45,2.1,25.95,732,11.25,1.4,24.8,23.4375,12.25,8.4,8.65,30.5,1.288547033,18.56704545,1.51567718,1.059856345,0.224517288
2775,Tuna canned in brine,FISH AND FISH PRODUCTS,Fish and roe,Can (195g),202.92,0,43.1,3.12,0.98,0,83.85,760.5,10.146,0,57.46666667,4.875,4.9,0,27.95,31.6875,1.898256115,12.52083333,1.123347688,1.538938766,0.046699596
2776,Tuna canned in brine drained,FISH AND FISH PRODUCTS,Fish and roe,Cup (190g),225.91,0,45.22,4.75,1.52,0,96.9,621.3,11.2955,0,60.29333333,7.421875,7.6,0,32.3,25.8875,1.930424463,11.43645833,0.930133653,1.564374332,0.071097141
2777,Tuna canned in oil,FISH AND FISH PRODUCTS,Fish and roe,Can (195g),565.4,0,40.56,45.24,6.83,0,64.35,813.15,28.27,0,54.08,70.6875,34.15,0,21.45,33.88125,1.138514331,35.18958333,1.202240633,0.918546512,0.67714414
2778,Tuna canned in oil drained,FISH AND FISH PRODUCTS,Fish and roe,Cup (205g),435.99,0,48.38,27.06,4.31,0,79.95,871.25,21.7995,0,64.50666667,42.28125,21.55,0,26.65,36.30208333,1.50292905,26.52777778,1.163524541,1.21365392,0.405029187
2779,Tuna canned in water drained,FISH AND FISH PRODUCTS,Fish and roe,Can (172g),220.16,0,40.63,5.11,1.36,0,72.24,86,11.008,0,54.17333333,7.984375,6.8,0,24.08,3.583333333,2.914341458,4.189236111,0.348870429,2.382746639,0.076485556
2780,Tuna cooked in coconut milk,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (55g),65.46,3.36,8.64,1.93,1.5,0.63,19.84,19.25,3.273,1.12,11.52,3.015625,7.5,2.52,6.613333333,0.802083333,1.739247295,1.936811869,0.453267463,1.543839715,0.028887891
2781,Tuna in chilli and tomato canned,FISH AND FISH PRODUCTS,Fish and roe,Can (184g),202.4,5.7,27.78,7.73,7.14,3.5,38.64,9255.2,10.12,1.9,37.04,12.078125,35.7,14,12.88,385.6333333,0.28601315,133.1704861,11.97576314,0.229737434,0.115701242
2782,Tuna in curry canned,FISH AND FISH PRODUCTS,Fish and roe,Can (179g),232.7,17.01,15.39,11.64,1.47,4.65,30.43,1895.61,11.635,5.67,20.52,18.1875,7.35,18.6,10.14333333,78.98375,0.86086526,34.22193182,2.708502716,0.723693389,0.174225415
2783,Tuna little,FISH AND FISH PRODUCTS,Fish and roe,Piece (73g),85.4,0,16.94,1.97,0.79,0,38.69,37.23,4.27,0,22.58666667,3.078125,3.95,0,12.89666667,1.55125,2.385789483,1.876458333,0.3560642,1.992831278,0.029486604
2784,Tuna salad with thousand island dressing canned,FISH AND FISH PRODUCTS,Fish and roe,Can (176g),244.64,10.56,23.76,12.14,5.6,3.52,33.44,818.4,12.232,3.52,31.68,18.96875,28,14.08,11.14666667,34.1,1.284835053,18.87625,1.426560611,1.070676504,0.181709325
2785,Tuna sashimi style,FISH AND FISH PRODUCTS,Fish and roe,Slice (15g),15.9,0,3.86,0.05,0.02,0,2.1,3.45,0.795,0,5.146666667,0.078125,0.1,0,0.7,0.14375,4.698006998,0.407291667,0.226903435,5.919961658,0.000748391
2786,Tuna smoked canned,FISH AND FISH PRODUCTS,Fish and roe,Can (166g),476.42,0,33.86,37.85,5.78,0,16.6,2133.1,23.821,0,45.14666667,59.140625,28.9,0,5.533333333,88.87916667,0.761925335,49.67326389,2.001259574,0.613683038,0.566531956
2787,Turkey breast meat raw with skin,MEAT AND MEAT PRODUCTS,Game (eg ostrich emu buffalo),Slice (60g),58.8,1.08,11.94,0.72,0.27,0.12,10.62,395.4,2.94,0.36,15.92,1.125,1.35,0.48,3.54,16.475,1.598185652,6.316363636,1.603137979,1.34951656,0.01077683
2788,Turkey breast meat raw without skin,MEAT AND MEAT PRODUCTS,Game (eg ostrich emu buffalo),Slice (70g),62.3,0.77,13.16,0.77,0.31,0.07,8.96,460.6,3.115,0.256666667,17.54666667,1.203125,1.55,0.28,2.986666667,19.19166667,1.586122106,7.216445707,1.75369276,1.328200671,0.011525221
2789,Turkey Breast Salad Subway,FAST FOODS,All fast food outlets in alphabetical order,Bowl-dessert (15 cm) (344g),110.08,13,10.32,2.2,0.52,3.99,20.64,574.48,5.504,4.333333333,13.76,3.4375,2.6,15.96,6.88,23.93666667,1.720025647,10.55017677,1.622105899,1.527209195,0.032929202
2790,Turkey all classes breast meat and skin roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),170.1,0,25.83,6.66,1.89,0,66.6,56.7,8.505,0,34.44,10.40625,9.45,0,22.2,2.3625,1.978514391,4.589583333,0.482859898,1.620038808,0.099685676
2791,Turkey fryer-roasters breast meat only roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),121.5,0,27.09,0.63,0.22,0,74.7,46.8,6.075,0,36.12,0.984375,1.1,0,24.9,1.95,2.578158458,1.311458333,0.185365135,2.123144747,0.009429726
2792,Turkey fryer-roasters meat only roasted,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),1 portion (90g),135,0,26.64,2.34,0.78,0,88.2,60.3,6.75,0,35.52,3.65625,3.9,0,29.4,2.5125,2.038450502,2.389583333,0.308333333,1.66907489,0.035024697
2793,Turnip white raw peeled,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Cup (112g),25.19,3.81,1.46,0,0,1.9,0,26.88,1.2595,1.27,1.946666667,0,0,7.6,0,1.12,5.858222971,0.938181818,0.41521656,8.024094698,0
2794,Turtle soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (424g),166.2,6.36,29.26,2.54,-4.24,0,135.68,1161.76,8.31,2.12,39.01333333,3.96875,-21.2,0,45.22666667,48.40666667,1.160336716,18.56271465,1.993846901,0.966354291,0.038018261
2795,Twisted cookies,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (12g),67.32,5.95,0.73,4.51,2.03,0.2,0,45,3.366,1.983333333,0.973333333,7.046875,10.15,0.8,0,1.875,0.23987421,4.004261364,0.917146442,0.230437702,0.067504865
2796,Udon wet,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (200g),270,61.4,5.2,0.2,0.08,1.6,0,294,13.5,20.46666667,6.933333333,0.3125,0.4,6.4,0,12.25,0.681726628,11.76931818,0.811677116,1.019757808,0.002993564
2797,UHT chocolate milk,MILK AND MILK PRODUCTS,Milks,Cup (264g),195.36,29.3,8.71,5.02,3.04,0.79,16.9,55.44,9.768,9.766666667,11.61333333,7.84375,15.2,3.16,5.633333333,2.31,0.834112377,7.173674242,0.666203031,0.897765714,0.075138452
2798,UHT milk,MILK AND MILK PRODUCTS,Milks,Cup (256g),183.56,18.18,8.96,8.7,5.38,0,23.04,92.16,9.178,6.06,11.94666667,13.59375,26.9,0,7.68,3.84,0.54097549,8.348219697,0.820222018,0.501981876,0.130220027
2799,Unagi don,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (344g),625.74,91.26,23.67,18.44,6.12,5.09,121.78,925.7,31.287,30.42,31.56,28.8125,30.6,20.36,40.59333333,38.57083333,0.748619932,33.23929293,1.029494624,0.73618675,0.276006586
2800,Vadai with kacang hitam,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),131.36,10.51,5.03,7.69,3.38,2.99,0,390.39,6.568,3.503333333,6.706666667,12.015625,16.9,11.96,0,16.26625,1.073567054,10.67214015,1.410166511,0.939575639,0.11510253
2801,Vadai kacang dal kuning,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (50g),150.93,11.6,6.2,8.85,3.55,3.7,0,264.5,7.5465,3.866666667,8.266666667,13.828125,17.75,14.8,0,11.02083333,1.43484896,9.573895202,1.120212391,1.270284162,0.1324652
2802,Vanilla cream roll,FAST FOODS,All fast food outlets in alphabetical order,1 portion (65g),197.6,32.63,5.4,5.07,2.8,1.56,0,187.85,9.88,10.87666667,7.2,7.921875,14,6.24,0,7.827083333,0.763544996,9.349046717,0.859287382,0.847760096,0.075886843
2803,Vanilla custard,SUGARS SWEETS AND CONFECTIONERY,Desserts (puddings mousses),Cup (280g),249.62,44.24,12.6,2.52,1.68,2.8,8.4,170.8,12.481,14.74666667,16.8,3.9375,8.4,11.2,2.8,7.116666667,1.493595965,9.041085859,0.670653947,1.81831957,0.037718904
2804,Vanilla ice cream cone with chocolate bits,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),1 portion (62g),169.38,17.73,3.41,9.42,7.44,0.87,29.14,52.08,8.469,5.91,4.546666667,14.71875,37.2,3.48,9.713333333,2.17,0.310229758,8.00655303,0.845554233,0.278934535,0.140996857
2805,Veal boneless unspecified cut cooked fat only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (50g),201.36,0,10.05,18.15,7.95,0,55,49.5,10.068,0,13.4,28.359375,39.75,0,18.33333333,2.0625,0.470414222,10.47395833,0.946328003,0.381691167,0.271665918
2806,Veal boneless unspecified cut cooked lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),303.35,0,58.52,7.41,2.09,0,210.9,152,15.1675,0,78.02666667,11.578125,10.45,0,70.3,6.333333333,1.889250289,6.303819444,0.389906878,1.526181531,0.11091154
2807,Veal boneless unspecified cut cooked lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),283.37,0,59.47,4.75,1.33,0,210.9,152,14.1685,0,79.29333333,7.421875,6.65,0,70.3,6.333333333,2.013505758,4.918402778,0.324251098,1.627333845,0.071097141
2808,Veal boneless unspecified cut raw fat only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (50g),177.58,0,9.65,15.65,6.85,0,40,34.5,8.879,0,12.86666667,24.453125,34.25,0,13.33333333,1.4375,0.546124918,8.963541667,0.907332895,0.444445724,0.23424637
2809,Veal boneless unspecified cut raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),260.01,0,47.52,7.53,2.15,0,176.3,191.35,13.0005,0,63.36,11.765625,10.75,0,58.76666667,7.972916667,1.731335181,6.912847222,0.493757167,1.400374443,0.112707678
2810,Veal boneless unspecified cut raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),224.05,0,47.95,3.23,0.86,0,176.3,195.65,11.2025,0,63.93333333,5.046875,4.3,0,58.76666667,8.152083333,1.915978643,4.732986111,0.3878702,1.551379852,0.048346056
2811,Veal forequarter raw 50%trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),265.15,0,47.52,8.17,2.37,0,176.3,197.8,13.2575,0,63.36,12.765625,11.85,0,58.76666667,8.241666667,1.701107044,7.335763889,0.514519649,1.37565927,0.122287083
2812,Veal forequarter raw 75%trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),249.74,0,47.73,6.24,1.72,0,176.3,197.8,12.487,0,63.64,9.75,8.6,0,58.76666667,8.241666667,1.785727648,6.330555556,0.469382039,1.444798438,0.093399192
2813,Veal forequarter raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),293.41,0,47.3,11.61,3.44,0,176.3,193.5,14.6705,0,63.06666667,18.140625,17.2,0,58.76666667,8.0625,1.581416187,9.067708333,0.578648309,1.277950956,0.173776381
2814,Veal forequarter raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (215g),232.78,0,47.95,4.3,1.29,0,176.3,199.95,11.639,0,63.93333333,6.71875,6.45,0,58.76666667,8.33125,1.854496477,5.35,0.423292982,1.501012969,0.064361623
2815,Veal forequarter simmered lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),355.57,0,66.12,9.88,3.8,0,210.9,133,17.7785,0,88.16,15.4375,19,0,70.3,5.541666667,1.939796486,7.326388889,0.390147716,1.565616578,0.147882054
2816,Veal forequarter simmered lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Cup (190g),329.23,0,67.83,6.08,1.71,0,210.9,129.2,16.4615,0,90.44,9.5,8.55,0,70.3,5.383333333,2.223318458,5.294444444,0.303206737,1.79631858,0.091004341
2817,Veal leg steak fried lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (75g),120.1,0,23.25,2.85,1.13,0,82.5,60.75,6.005,0,31,4.453125,5.65,0,27.5,2.53125,1.81557293,2.661458333,0.37993695,1.487300969,0.042658285
2818,Veal leg steak fried lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (75g),115.98,0,23.48,2.33,0.68,0,83.25,60.75,5.799,0,31.30666667,3.640625,3.4,0,27.75,2.53125,1.933453145,2.390625,0.351614208,1.58594065,0.034875019
2819,Veal leg steak raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (90g),103.78,0,21.87,1.62,0.54,0,51.3,50.4,5.189,0,29.16,2.53125,2.7,0,17.1,2.1,2.595322012,1.877083333,0.303293478,2.152903393,0.024247867
2820,Veal leg steak raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (90g),103.56,0,21.96,1.62,0.54,0,51.3,50.4,5.178,0,29.28,2.53125,2.7,0,17.1,2.1,2.607023292,1.877083333,0.303833495,2.162641259,0.024247867
2821,Veal leg baked lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (45g),64.1,0,14.22,0.72,0.23,0,49.95,22.95,3.205,0,18.96,1.125,1.15,0,16.65,0.95625,2.064347542,1.027083333,0.244252874,1.726677671,0.01077683
2822,Veal leg baked lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (45g),61.74,0,14.31,0.41,0.14,0,49.95,22.5,3.087,0,19.08,0.640625,0.7,0,16.65,0.9375,2.131891215,0.859375,0.210270369,1.785304919,0.006136806
2823,Veal leg raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (650g),643.16,0,136.5,9.75,2.6,0,533,526.5,32.158,0,182,15.234375,13,0,177.6666667,21.9375,1.851383417,12.72395833,0.383737208,1.487157942,0.145936237
2824,Veal leg raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (650g),574.81,0,137.15,1.95,0.65,0,533,526.5,28.7405,0,182.8666667,3.046875,3.25,0,177.6666667,21.9375,1.965507951,8.661458333,0.291234456,1.579195836,0.029187247
2825,Veal loin chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (85g),136.93,0,24.82,4.08,1.19,0,94.35,85,6.8465,0,33.09333333,6.375,5.95,0,31.45,3.541666667,1.695766391,3.638888889,0.463759496,1.385001168,0.061068702
2826,Veal loin chop grilled lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (85g),123.32,0,25.33,2.3,0.68,0,94.35,85,6.166,0,33.77333333,3.59375,3.4,0,31.45,3.541666667,1.853328748,2.711805556,0.378426675,1.515938148,0.034425984
2827,Veal loin chop raw 50% trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),136.33,0,25.76,3.57,1.04,0,94.3,103.5,6.8165,0,34.34666667,5.578125,5.2,0,31.43333333,4.3125,1.760922023,3.630208333,0.464428879,1.438232359,0.053435115
2828,Veal loin chop raw 75% trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),128.91,0,25.88,2.65,0.81,0,94.3,103.5,6.4455,0,34.50666667,4.140625,4.05,0,31.43333333,4.3125,1.826084502,3.151041667,0.423214246,1.492459848,0.039664721
2829,Veal loin chop raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),150.07,0,25.65,5.18,1.5,0,94.3,102.35,7.5035,0,34.2,8.09375,7.5,0,31.43333333,4.264583333,1.653726445,4.452777778,0.523640592,1.34907473,0.077533303
2830,Veal loin chop raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (115g),120.94,0,25.99,1.73,0.46,0,94.3,104.65,6.047,0,34.65333333,2.703125,2.3,0,31.43333333,4.360416667,1.919182409,2.687847222,0.38141723,1.570128887,0.025894327
2831,Veal shank raw 50% trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (275g),272.76,0,58.58,3.85,1.1,0,225.5,299.75,13.638,0,78.10666667,6.015625,5.5,0,75.16666667,12.48958333,1.81147572,6.501736111,0.444168337,1.462750413,0.057626104
2832,Veal shank raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (275g),295.11,0,58.58,6.6,1.1,0,225.5,294.25,14.7555,0,78.10666667,10.3125,5.5,0,75.16666667,12.26041667,1.796669353,7.857638889,0.49872355,1.450683374,0.098787607
2833,Veal shank raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (275g),249.1,0,58.85,1.1,0.55,0,225.5,302.5,12.455,0,78.46666667,1.71875,2.75,0,75.16666667,12.60416667,1.886656354,5.107638889,0.379608985,1.523982164,0.016464601
2834,Veal shank simmered lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Slice (225g),401.17,0,66.38,14.85,5.85,0,249.75,216,20.0585,0,88.50666667,23.203125,29.25,0,83.25,9,1.552111355,11.06770833,0.525569643,1.250460646,0.222272115
2835,Veal shank simmered lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (225g),329.11,0,69.3,5.4,2.03,0,249.75,216,16.4555,0,92.4,8.4375,10.15,0,83.25,9,1.927320815,6.145833333,0.35208578,1.554829183,0.080826224
2836,Veal shoulder steak grilled lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (60g),92.64,0,17.16,2.58,0.24,0,66.6,60,4.632,0,22.88,4.03125,1.2,0,22.2,2.5,1.814030192,2.510416667,0.445741596,1.498755404,0.038616974
2837,Veal shoulder steak grilled lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (60g),87.48,0,17.34,1.92,0.72,0,66.6,60,4.374,0,23.12,3,3.6,0,22.2,2.5,1.716457801,2.166666667,0.403175785,1.415192508,0.028738213
2838,Veal shoulder steak raw 50% trimmed,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (80g),97.71,0,18.08,2.72,0.32,0,65.6,79.2,4.8855,0,24.10666667,4.25,1.6,0,21.86666667,3.3,1.845717232,2.85,0.484240931,1.523223792,0.040712468
2839,Veal shoulder steak raw lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (80g),103.63,0,18,3.44,0.32,0,65.6,78.4,5.1815,0,24,5.375,1.6,0,21.86666667,3.266666667,1.822886338,3.213888889,0.519920551,1.504002841,0.051489298
2840,Veal shoulder steak raw lean only,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (80g),91.4,0,18.16,2,0.56,0,65.6,80,4.57,0,24.21333333,3.125,2.8,0,21.86666667,3.333333333,1.803197299,2.486111111,0.446339517,1.486848838,0.029935638
2841,Vegetable  with gluten canned,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Can (246g),196.8,22.88,11.32,6.64,1.13,6.4,0,880.68,9.84,7.626666667,15.09333333,10.375,5.65,25.6,0,36.695,1.719115249,18.02090909,1.662445488,1.5595797,0.099386319
2842,Vegetable briyani,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-20cm (239.3g),335.02,46.18,6.94,13.64,8.59,5.03,55.04,612.61,16.751,15.39333333,9.253333333,21.3125,42.95,20.12,18.34666667,25.52541667,0.614316116,20.93385101,1.179305448,0.567200133,0.204161054
2843,Vegetable dalcha,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (325g),299.06,16.25,13.98,19.83,9.1,3.9,0,1277.25,14.953,5.416666667,18.64,30.984375,45.5,15.6,0,53.21875,0.718345836,29.89801136,1.87413097,0.602436401,0.296811855
2844,Vegetable fritter savoury (Indian),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-16cm (71.18g),163,15.73,7.76,7.69,2.53,3.56,0,471.21,8.15,5.243333333,10.34666667,12.015625,12.65,14.24,0,19.63375,1.34033434,12.35827652,1.350631313,1.216145753,0.11510253
2845,Vegetable juice canned,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (243g),45.3,10.94,1.46,0.24,0.02,1.94,0,656.1,2.265,3.646666667,1.946666667,0.375,0.1,7.76,0,27.3375,0.714245897,10.66174242,3.265464755,0.653592571,0.003592277
2846,Vegetable murtabak,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (332g),620.84,61.75,17.93,33.53,14.38,7.3,185.92,1205.16,31.042,20.58333333,23.90666667,52.390625,71.9,29.2,61.97333333,50.215,0.56273674,41.13520833,1.283790286,0.493716212,0.501870977
2847,Vegetable samosa,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (68g),206.04,22.24,3.54,11.42,5.3,1.84,11.56,310.76,10.302,7.413333333,4.72,17.84375,26.5,7.36,3.853333333,12.94833333,0.486925184,13.07008838,1.15644031,0.450715436,0.170932495
2848,Vegetable shortening,OILS AND FATS,Soft margarine,Tablespoon (13g),114.92,0,0,13,3.25,0,0,0,5.746,0,0,20.3125,16.25,0,0,0,0,7.104166667,1.053093191,0,0.194581649
2849,Vegetable stock,OTHER MIXED ETHNIC DISHES,Vegetable based dishes,Cup (250g),12.5,0.75,0.75,1,0.25,0,0,905,0.625,0.25,1,1.5625,1.25,0,0,37.70833333,0.061190432,13.5145202,8.316627817,0.050526316,0.014967819
