,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T'c,Health,Taste,image
1282,Hawaiian 9 Regular Pan Pizza Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (74g),176.86,21.6,8.88,6.2,2.8,1.9,8.88,330.04,8.843,7.2,11.84,9.6875,14,7.6,2.96,13.75166667,1.018477123,1.070229369,32,33,
1283,Hearty Breakfast Set Swensen's,FAST FOODS,All fast food outlets in alphabetical order,Whole (500g),985,53,46,65.5,32.25,13,330,1865,49.25,17.66666667,61.33333333,102.34375,161.25,52,110,77.70833333,0.684787286,1.297496105,21,42,
1284,Hee keow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (9g),3.4,0.43,0.28,0.06,0.02,0.03,0.12,57.15,0.17,0.143333333,0.373333333,0.09375,0.1,0.12,0.04,2.38125,0.321456427,1.031468531,10,32,
1286,Herbal tonic chicken soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-dessert (15 cm) (420g),214.82,7.14,23.52,10.08,3.78,0.42,105,1045.8,10.741,2.38,31.36,15.75,18.9,1.68,35,43.575,0.739748066,1.782035498,23,60,
1292,Honey dew with sago,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-dessert (15 cm) (256g),117.76,12.03,1.28,7.17,6.14,1.54,2.56,10.24,5.888,4.01,1.706666667,11.203125,30.7,6.16,0.853333333,0.426666667,0.460766022,0.795796415,14,23,
1293,Honey Mustard Sauce Fat Free Subway,FAST FOODS,All fast food outlets in alphabetical order,Dessertspoon (21g),30.03,7,0,0,0,0,0,115.08,1.5015,2.333333333,0,0,0,0,0,4.795,0,1.11139377,0,35,
1294,Honey smacks kelloggs,CEREAL AND CEREAL PRODUCTS,Breakfast cereals,1 portion (25g),95,21.9,1.63,0.5,0.25,0.88,0,47,4.75,7.3,2.173333333,0.78125,1.25,3.52,0,1.958333333,0.857327991,0.659896794,27,18,
1299,Hoon kueh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (57g),62.94,10.15,0.51,2.22,1.25,2.57,0,31.92,3.147,3.383333333,0.68,3.46875,6.25,10.28,0,1.33,1.891825731,0.687654822,59,19,
1298,Hong Kong wanton noodles dry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (335g),502.5,46.9,26.8,23.12,9.08,2.01,134,1541,25.125,15.63333333,35.73333333,36.125,45.4,8.04,44.66666667,64.20833333,0.556279537,1.501205355,17,50,
1300,Hoon kuih banana,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (89g),81.26,12.12,1.23,3.1,2.59,1.58,1.96,52.51,4.063,4.04,1.64,4.84375,12.95,6.32,0.653333333,2.187916667,0.806093017,0.781117515,25,22,
1306,Hot plate tofu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-20cm (416g),782.08,3.74,30.78,71.14,28.29,2.08,582.4,1580.8,39.104,1.246666667,41.04,111.15625,141.45,8.32,194.1333333,65.86666667,0.279085986,1.484694403,9,49,
1307,Hotcakes with butter and honey McDonalds,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (222g),344.1,58.01,8.88,7.99,1.8,2,19.98,539.46,17.205,19.33666667,11.84,12.484375,9,8,6.66,22.4775,0.646592973,1.031386024,20,32,
1308,Hotcakes with sausage McDonalds,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (264g),432.96,60.01,15.84,13.99,3.8,3.01,42.24,950.4,21.648,20.00333333,21.12,21.859375,19,12.04,14.08,39.6,0.714314809,1.224341336,22,39,
1309,Hotplate venison,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-23cm (304g),404.32,7.9,31.92,27.36,11.25,4.86,94.24,1489.6,20.216,2.633333333,42.56,42.75,56.25,19.44,31.41333333,62.06666667,0.900893285,1.679897581,28,56,
1310,Huai shan,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Piece (15g),36.45,8.27,0.84,0.02,0.01,0.47,0,3,1.8225,2.756666667,1.12,0.03125,0.05,1.88,0,0.125,1.285597413,0.47152213,40,11,
1311,Huat kueh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (80g),217.6,47.92,4.08,1.12,0.48,1.36,8,156.8,10.88,15.97333333,5.44,1.75,2.4,5.44,2.666666667,6.533333333,0.673085575,0.735528688,21,21,
1312,Hum sui kok,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (73g),216.08,25.92,2.48,11.39,5.3,1.53,10.95,162.79,10.804,8.64,3.306666667,17.796875,26.5,6.12,3.65,6.782916667,0.40910085,0.972802513,13,30,
1313,Hummus,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (330g),679.8,68.31,17.16,37.62,5.94,14.52,0,305.25,33.99,22.77,22.88,58.78125,29.7,58.08,0,12.71875,2.087270383,0.87701248,65,26,
1314,Hush puppies Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,Gram (1g),3.09,0.38,0.05,0.15,0.06,0,0.53,8.62,0.1545,0.126666667,0.066666667,0.234375,0.3,0,0.176666667,0.359166667,0.078301846,0.499992344,2,12,
1316,Ice cream cones cake or wafer type,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (4g),16.68,3.04,0.32,0.28,0.05,0.12,0,10.24,0.834,1.013333333,0.426666667,0.4375,0.25,0.48,0,0.426666667,0.634479015,0.531803862,20,13,
1320,Ice cream sundae hot fudge McDonalds',FAST FOODS,All fast food outlets in alphabetical order,Cup (165g),333.3,54.99,6.6,10,6.11,6.01,1.65,179.85,16.665,18.33,8.8,15.625,30.55,24.04,0.55,7.49375,1.108416064,0.791200285,34,23,
1326,Ice jackfruit with selashi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (331g),195.29,29.93,1.66,7.65,6.65,3.48,0,49.65,9.7645,9.976666667,2.213333333,11.953125,33.25,13.92,0,2.06875,0.724098681,0.763003602,22,22,
1327,Ice jelly,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (200g),62,15.2,0.2,0,0,0.6,0,18,3.1,5.066666667,0.266666667,0,0,2.4,0,0.75,0.656226696,0.57390983,20,15,
1328,Ice jelly served mixed fruit,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (350g),152.61,37.84,0.56,0.12,0.02,1.65,0,4.48,7.6305,12.61333333,0.746666667,0.1875,0.1,6.6,0,0.186666667,0.831930426,0.561348963,26,14,
1329,Ice kacang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (400g),252,56.4,4.8,1.2,0.48,10.4,0,108,12.6,18.8,6.4,1.875,2.4,41.6,0,4.5,3.223443223,0.590741979,100,15,
1333,Ice sea coconut,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (250g),138.23,34.23,0.48,0,0,0.98,0,12.85,6.9115,11.41,0.64,0,0,3.92,0,0.535416667,0.555073362,0.574114717,17,15,
1334,Ice soursop,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-dessert (15 cm) (299g),202.12,46.65,0.75,1.41,0,1.61,0,25.12,10.106,15.55,1,2.203125,0,6.44,0,1.046666667,0.651925932,0.619124002,20,16,
1335,Ice sweetcorn,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (292g),164.4,21.99,3.1,7.12,4.58,6.77,2.92,192.72,8.22,7.33,4.133333333,11.125,22.9,27.08,0.973333333,8.03,1.6724578,0.928761585,52,28,
1341,Ikan bilis,FISH AND FISH PRODUCTS,Fish and roe,Plate-16cm (49g),148.67,0.7,31.79,2.08,1.05,0,105.3,1087.11,7.4335,0.233333333,42.38666667,3.25,5.25,0,35.1,45.29625,1.123310098,1.968371987,35,67,
1342,Ikan merah with ghee onion ginger in tomato gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Plate-20cm (157g),175.84,3.77,22.61,8.01,3.47,3.61,37.68,395.64,8.792,1.256666667,30.14666667,12.515625,17.35,14.44,12.56,16.485,1.981799384,1.023243696,61,32,
1343,Imitation scallop cake,FISH AND FISH PRODUCTS,Others (squids algae plankton etc),Piece (48g),66.24,10.27,3.94,1.06,0.28,0.82,4.37,318.24,3.312,3.423333333,5.253333333,1.65625,1.4,3.28,1.456666667,13.26,0.893916038,1.496027647,28,49,
1344,Indian rojak tempeh battered fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),218.4,8.58,12.66,14.82,5.1,4.92,0,57.6,10.92,2.86,16.88,23.15625,25.5,19.68,0,2.4,2.221093094,0.779842256,69,22,
1345,Indian stewed potato and peas,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (139.79g),99.25,10.62,4.47,4.33,1.19,4.33,0,381.63,4.9625,3.54,5.96,6.765625,5.95,17.32,0,15.90125,1.933489122,1.450965631,60,48,
1346,Indian style bee hoon goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (281.46g),501,56.57,14.92,23.64,9.85,5.07,157.62,1148.36,25.05,18.85666667,19.89333333,36.9375,49.25,20.28,52.54,47.84833333,0.516590902,1.337339809,16,43,
1347,Indian style ice cream,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Scoop (83g),152.39,17.41,4.77,7.07,4.15,0,15.44,47.56,7.6195,5.803333333,6.36,11.046875,20.75,0,5.146666667,1.981666667,0.371246016,0.787340749,12,23,
1348,Instant cereal,CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Tablespoon (10g),38.97,6.68,0.79,1.01,0.58,0.36,0,83,1.9485,2.226666667,1.053333333,1.578125,2.9,1.44,0,3.458333333,0.537124101,0.942246357,17,29,
1349,Instant noodle dry cooked (HCS),HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Convenience meals or 'meal-type' products,Packet (200g),500,61.8,15,21.6,9.92,1,0,1408,25,20.6,20,33.75,49.6,4,0,58.66666667,0.383691187,1.481099456,12,49,
1350,Instant noodles with vegetables,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (552.1g),397.51,55.21,8.83,15.46,7.4,6.63,0,1452.02,19.8755,18.40333333,11.77333333,24.15625,37,26.52,0,60.50083333,0.703705345,1.649821368,22,55,
1351,Ipoh hor fun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (449g),453.49,66,15.72,13.92,4.49,6.74,71.84,1638.85,22.6745,22,20.96,21.75,22.45,26.96,23.94666667,68.28541667,0.749191675,1.58517262,23,53,
1353,Itik sioh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (200g),484,12.8,36.6,31.8,10.6,5,120,1086,24.2,4.266666667,48.8,49.6875,53,20,40,45.25,1.034360222,1.306532588,32,42,
1355,Jackfruit fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (49g),98.49,11.91,1.47,5,2.55,1.57,0,84.28,4.9245,3.97,1.96,7.8125,12.75,6.28,0,3.511666667,0.793951579,0.904952129,25,27,
1356,Jackfruit ice potong,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Stick (78g),112.32,13.42,0.86,6.08,5.22,0.86,2.34,15.6,5.616,4.473333333,1.146666667,9.5,26.1,3.44,0.78,0.65,0.296194712,0.791881939,9,23,
1359,Jalebi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (113.73g),358.25,65.17,5,8.53,3.26,0.34,4.55,50.04,17.9125,21.72333333,6.666666667,13.328125,16.3,1.36,1.516666667,2.085,0.32163938,0.704783793,10,20,
1360,Jam berry,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (20g),52.63,13.46,0.06,0,0,0.32,0,2.4,2.6315,4.486666667,0.08,0,0,1.28,0,0.1,0.399544903,0.539554988,12,13,
1361,Jam kaya,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Teaspoon (8g),25.18,3.83,0.31,0.96,0.71,0.09,9.08,3.34,1.259,1.276666667,0.413333333,1.5,3.55,0.36,3.026666667,0.139166667,0.187069619,0.590108701,6,15,
1363,Jam stone fruit,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (20g),49.9,12.8,0.04,0,0,0.18,0,2.8,2.495,4.266666667,0.053333333,0,0,0.72,0,0.116666667,0.235750577,0.544182888,7,14,
1364,Jam unspecified,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (26g),66.18,17.13,0.08,0,0,0.34,0,3.38,3.309,5.71,0.106666667,0,0,1.36,0,0.140833333,0.34737723,0.560554489,11,14,
1365,Jangri  fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (69g),309.12,40.3,2.76,15.18,6.6,2.07,0,10.35,15.456,13.43333333,3.68,23.71875,33,8.28,0,0.43125,0.468732353,0.791035047,15,23,
1367,Japanese mushroom noodles,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Packet (307g),469.71,66.01,21.8,13.51,2.95,7.06,36.84,3809.87,23.4855,22.00333333,29.06666667,21.109375,14.75,28.24,12.28,158.7445833,0.61833778,2.753879125,19,97,
1368,Jelly prepared,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Cup (280g),193.2,45.36,3.64,0,0,0,0,260.4,9.66,15.12,4.853333333,0,0,0,0,10.85,0.319260057,0.886320996,10,26,
1374,Juice carrot canned,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Glass (250ml) (250g),98.59,23.25,2.38,0.5,0.08,2,0,72.5,4.9295,7.75,3.173333333,0.78125,0.4,8,0,3.020833333,1.635670318,0.704351466,51,20,
1385,Kacang pool,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Bowl-soup (16 and 1/2 cm) (325g),416,14.95,19.18,31.2,12.48,9.75,185.25,1270.75,20.8,4.983333333,25.57333333,48.75,62.4,39,61.75,52.94791667,0.803995604,1.599217519,25,53,
1386,Kale boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Cup (130g),36.4,7.32,2.47,0.52,0.07,1.04,0,29.9,1.82,2.44,3.293333333,0.8125,0.35,4.16,0,1.245833333,2.781314668,0.631438498,86,17,
1388,Kale with fish stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (134.41g),64.52,3.63,1.48,4.84,1.47,1.34,0,209.68,3.226,1.21,1.973333333,7.5625,7.35,5.36,0,8.736666667,0.86701309,1.430185671,27,47,
1389,Kampung chicken boiled no skin,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,One half (246g),396.06,0,75.03,10.82,3.86,0,230.5,98.4,19.803,0,100.04,16.90625,19.3,0,76.83333333,4.1,2.066321683,0.352613405,64,6,
1393,Kaya bun,CEREAL AND CEREAL PRODUCTS,Buns (baked and steamedplain and with sweet fillings),Whole (60g),189.6,33.36,4.32,4.32,1.75,0.9,17.94,100.8,9.48,11.12,5.76,6.75,8.75,3.6,5.98,4.2,0.567773244,0.755522785,18,21,
1395,Kaya waffle,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (120g),417.48,52.4,8.03,19.52,12.2,1.1,65.64,56.88,20.874,17.46666667,10.70666667,30.5,61,4.4,21.88,2.37,0.300263185,0.800410616,9,23,
1396,Kebab beef without sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (183g),398.94,44.29,27.45,12.44,4.94,6.41,21.96,387.96,19.947,14.76333333,36.6,19.4375,24.7,25.64,7.32,16.165,1.876812007,0.801658876,58,23,
1397,Kee Chang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (96g),163.7,37.39,2.69,0.38,0,0.29,0,165.12,8.185,12.46333333,3.586666667,0.59375,0,1.16,0,6.88,0.401498957,0.797120635,12,23,
1400,Keseri,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (122.72g),315.39,59.27,3.68,7.12,3.68,1.72,11.04,14.73,15.7695,19.75666667,4.906666667,11.125,18.4,6.88,3.68,0.61375,0.487935281,0.669191543,15,18,
1401,Ketupat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Whole (95g),87.64,19.76,2.19,0,0,0.95,0,3.8,4.382,6.586666667,2.92,0,0,3.8,0,0.158333333,1.356990926,0.495375532,42,12,
1402,KFC cheese fries,FAST FOODS,All fast food outlets in alphabetical order,Plate-16cm (186g),571.02,44.7,5.58,41.5,11.79,2.98,5.58,658.44,28.551,14.9,7.44,64.84375,58.95,11.92,1.86,27.435,0.364000339,1.22330501,11,39,
1403,KFC popcorn chicken regular,FAST FOODS,All fast food outlets in alphabetical order,Packet (150g),445.5,27.2,21,28.2,11.4,3,45,1168.5,22.275,9.066666667,28,44.0625,57,12,15,48.6875,0.654610916,1.468671679,20,48,
1404,Kheema,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (64.58g),98.23,1.78,9.36,5.96,2.52,1.45,32.96,308.56,4.9115,0.593333333,12.48,9.3125,12.6,5.8,10.98666667,12.85666667,1.075931238,1.313212477,33,43,
1405,Kheema with coconut milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (239g),380.01,18.16,13.38,28.2,17.52,5.98,88.43,391.96,19.0005,6.053333333,17.84,44.0625,87.6,23.92,29.47666667,16.33166667,0.661437994,1.097026867,21,34,
1406,Kidney mee sua soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (578g),277.44,38.15,15.61,7.51,2.89,2.89,202.3,1173.34,13.872,12.71666667,20.81333333,11.734375,14.45,11.56,67.43333333,48.88916667,0.510728931,1.668579878,16,56,
1408,King spare ribs,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (120g),268.8,6,26.16,15.48,6.36,0,39.6,474,13.44,2,34.88,24.1875,31.8,0,13.2,19.75,1.071624082,1.087703559,33,34,
1399,Kesari,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),187.8,31.2,1.8,6.24,2.42,0.66,4.8,6.6,9.39,10.4,2.4,9.75,12.1,2.64,1.6,0.275,0.355225219,0.709992125,11,20,
1416,Korean bulgogi beef with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),583.16,72.09,34.11,17.51,7.25,3.2,77.85,785.12,29.158,24.03,45.48,27.359375,36.25,12.8,25.95,32.71333333,0.97054239,0.95191566,30,29,
1418,Korean spicy chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (138g),257.92,5.01,22.6,16.39,5.42,2.1,29.95,815.58,12.896,1.67,30.13333333,25.609375,27.1,8.4,9.983333333,33.9825,1.119894401,1.478844195,35,49,
1419,Korean spicy rice cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (210g),317.1,69.93,6.93,1.05,0.42,0.63,0,892.5,15.855,23.31,9.24,1.640625,2.1,2.52,0,37.1875,0.361434674,1.286030357,11,41,
1420,Kueh bahulu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (9g),34.47,5.9,0.82,0.84,0.34,0.11,20.52,15.66,1.7235,1.966666667,1.093333333,1.3125,1.7,0.44,6.84,0.6525,0.273390562,0.620580692,8,16,
1421,Kueh bugis,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),155.17,17.41,0.21,9.41,7.55,1.78,1.35,33.05,7.7585,5.803333333,0.28,14.703125,37.75,7.12,0.45,1.377083333,0.3424707,0.866352484,11,26,
1422,Kueh dadar,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (80.5g),204.07,26.73,3.46,9.26,8.13,5.8,0,146.51,10.2035,8.91,4.613333333,14.46875,40.65,23.2,0,6.104583333,1.060460604,0.868307298,33,26,
1423,Kueh dodol,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (38g),124.72,18.43,0.97,5.23,4.32,0.3,1.29,25.31,6.236,6.143333333,1.293333333,8.171875,21.6,1.2,0.43,1.054583333,0.16886411,0.77479204,5,22,
1424,Kueh ko swee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),73.69,13.39,1.03,1.78,1.51,0,0,82.08,3.6845,4.463333333,1.373333333,2.78125,7.55,0,0,3.42,0.167287165,0.85888504,5,25,
1425,Kueh lapis surabaya,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (48g),236.64,14.06,3.55,18.43,10.34,0.53,171.36,72.96,11.832,4.686666667,4.733333333,28.796875,51.7,2.12,57.12,3.04,0.132189406,0.980799953,4,30,
1426,Kueh lopes pulut,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (72g),120.63,23.98,2.3,1.73,0.14,0.29,0,79.92,6.0315,7.993333333,3.066666667,2.703125,0.7,1.16,0,3.33,0.537032032,0.741789113,17,21,
1427,Kueh makmur,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (11g),56.98,5.87,0.67,3.42,1.76,0.24,1.13,28.49,2.849,1.956666667,0.893333333,5.34375,8.8,0.96,0.376666667,1.187083333,0.284952451,0.829488704,9,24,
1428,Kueh pietee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (37.1g),88.23,6.6,1.67,6.08,3.04,0.82,9.65,121.69,4.4115,2.2,2.226666667,9.5,15.2,3.28,3.216666667,5.070416667,0.44408027,1.088560464,14,34,
1429,Kueh rose,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (10g),49.6,6.23,0.67,2.44,1.29,0.1,3.84,13,2.48,2.076666667,0.893333333,3.8125,6.45,0.4,1.28,0.541666667,0.231270252,0.726365668,7,20,
1430,Kueh sarlat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),81.54,13.07,1.78,2.43,1.94,1.03,9.72,111.78,4.077,4.356666667,2.373333333,3.796875,9.7,4.12,3.24,4.6575,0.600063736,0.908184415,19,27,
1431,Kueh talam,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (130.66g),243.21,42.48,1.8,7.34,6.48,1.5,2.21,151.17,12.1605,14.16,2.4,11.46875,32.4,6,0.736666667,6.29875,0.311121552,0.852787209,10,25,
1432,Kuih bangkit,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (4g),15.24,2.7,0.11,0.44,0.3,0.02,2.67,2.6,0.762,0.9,0.146666667,0.6875,1.5,0.08,0.89,0.108333333,0.108248288,0.524097387,3,13,
1433,Kuih talam ubi kayu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (68g),109.87,21.35,0.68,2.45,2.04,2.38,0,57.12,5.4935,7.116666667,0.906666667,3.828125,10.2,9.52,0,2.38,1.003657247,0.724124474,31,20,
1435,Kung po chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,1 portion (209g),505.78,7.11,38.46,35.74,12.75,0,202.73,767.03,25.289,2.37,51.28,55.84375,63.75,0,67.57666667,31.95958333,0.667149927,1.158770942,21,37,
1437,Kway chap noodles only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (206g),150.38,27.81,3.5,2.88,1.03,1.24,0,315.18,7.519,9.27,4.666666667,4.5,5.15,4.96,0,13.1325,0.660024042,1.107106397,20,35,
1439,Kway teow soup with beef balls,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (550g),364.13,62.15,18.15,4.4,-5.5,2.2,33,1930.5,18.2065,20.71666667,24.2,6.875,-27.5,8.8,11,80.4375,0.786133557,1.911028384,24,65,
1440,Kway teow cooked,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),280,59.4,3.6,3.06,1.36,0.72,0,24,14,19.8,4.8,4.78125,6.8,2.88,0,1,0.434997528,0.624876263,13,17,
1438,Kway teow goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (380g),654.83,80.18,18.62,28.88,11.78,5.7,209,1968.4,32.7415,26.72666667,24.82666667,45.125,58.9,22.8,69.66666667,82.01666667,0.438699156,1.533475621,14,51,
1443,Laksa lemak without gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (585g),765.77,63.65,21.59,47.21,33.99,4.45,86.4,1592.96,38.2885,21.21666667,28.78666667,73.765625,169.95,17.8,28.8,66.37333333,0.357326459,1.380100462,11,45,
1444,Laksa noodles cooked,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),278,68.8,0.36,0.18,0.08,0.72,0,34,13.9,22.93333333,0.48,0.28125,0.4,2.88,0,1.416666667,0.202541264,0.614189716,6,16,
1445,Laksa yong tauhu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (602g),632.1,50.57,23.48,37.32,23,3.61,60.2,2215.36,31.605,16.85666667,31.30666667,58.3125,115,14.44,20.06666667,92.30666667,0.412794542,1.724638658,13,58,
1446,Lamb chop,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (117g),187.83,12.73,9.07,9.07,5.39,2.08,26.28,173.21,9.3915,4.243333333,12.09333333,14.171875,26.95,8.32,8.76,7.217083333,0.892326698,0.8424092,28,25,
1447,Lamb peratal,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (261g),407.16,15.4,42.02,19.84,8.35,7.57,177.48,3163.32,20.358,5.133333333,56.02666667,31,41.75,30.28,59.16,131.805,0.839819545,2.600934431,26,91,
