,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T'c,Health,Taste,image
1448,Lamb boneless unspec cut cooked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),574.9,0,49.02,42.37,24.32,0,209,140.6,28.745,0,65.36,66.203125,121.6,0,69.66666667,5.858333333,0.720236259,0.818753385,22,24,
1449,Lamb boneless unspecified cut cooked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),356.48,0,58.52,13.49,7.79,0,207.1,152,17.824,0,78.02666667,21.078125,38.95,0,69.03333333,6.333333333,1.465117094,0.503106997,45,12,
1452,Lamb breast rolled stuffed baked,MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (60g),173.4,3.3,11.28,12.9,0,0,36,132,8.67,1.1,15.04,20.15625,0,0,12,5.5,1.325343673,0.960229231,41,29,
1453,Lamb chump chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),240.54,0,25.16,15.64,9.01,0,92.65,61.2,12.027,0,33.54666667,24.4375,45.05,0,30.88333333,2.55,0.916472092,0.716140836,28,20,
1454,Lamb chump chop grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),171.67,0,27.8,6.63,3.83,0,92.65,64.6,8.5835,0,37.06666667,10.359375,19.15,0,30.88333333,2.691666667,1.48722352,0.488723385,46,11,
1455,Lamb leg baked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (64g),143.33,0,18.75,7.62,4.35,0,69.76,42.24,7.1665,0,25,11.90625,21.75,0,23.25333333,1.76,1.137815213,0.598634666,35,16,
1456,Lamb leg baked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (65g),115.12,0,20.41,3.64,2.08,0,70.85,42.9,5.756,0,27.21333333,5.6875,10.4,0,23.61666667,1.7875,1.598521309,0.418146832,50,9,
1459,Lamb midloin chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),237.69,0,14.04,20.41,11.83,0,71.5,55.9,11.8845,0,18.72,31.890625,59.15,0,23.83333333,2.329166667,0.476592971,0.911166949,15,27,
1460,Lamb midloin chop grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),114.81,0,18.07,4.68,2.67,0,70.85,63.7,5.7405,0,24.09333333,7.3125,13.35,0,23.61666667,2.654166667,1.299214863,0.542327061,40,13,
1463,Lamb ribloin cutlet grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),169.81,0,11.6,13.85,8.01,0,55,40,8.4905,0,15.46666667,21.640625,40.05,0,18.33333333,1.666666667,0.556030898,0.853741168,17,25,
1464,Lamb ribloin cutlet grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),96.92,0,14.7,4.2,2.4,0,54.5,44,4.846,0,19.6,6.5625,12,0,18.16666667,1.833333333,1.29472071,0.535741438,40,13,
1469,Lamb shank simmered lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),524.03,0,74.97,24.68,14.17,0,256.15,185.65,26.2015,0,99.96,38.5625,70.85,0,85.38333333,7.735416667,1.307211765,0.579599368,41,15,
1470,Lamb shank simmered lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),424.06,0,81.31,10.58,6.04,0,256.15,195.05,21.203,0,108.4133333,16.53125,30.2,0,85.38333333,8.127083333,1.857494256,0.385208205,58,8,
1471,Lamb shoulder baked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (43g),123.84,0,11.14,8.9,5.12,0,47.3,37.84,6.192,0,14.85333333,13.90625,25.6,0,15.76666667,1.576666667,0.740661942,0.763946824,23,22,
1472,Lamb shoulder baked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (30g),55.93,0,9.12,2.13,1.22,0,32.7,29.1,2.7965,0,12.16,3.328125,6.1,0,10.9,1.2125,1.381253124,0.486467799,43,11,
1473,Lap cheong,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (50g),299,14.2,10.9,22.1,8.5,0.35,24,865,14.95,4.733333333,14.53333333,34.53125,42.5,1.4,8,36.04166667,0.370446043,1.601029891,11,53,
1474,Lasagne/Lasagna Beef Restaurant Style Ready-to-eat,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (352g),461.12,39.42,27.81,19.71,8.1,7.39,59.84,795.52,23.056,13.14,37.08,30.796875,40.5,29.56,19.94666667,33.14666667,1.288510233,1.061284979,40,33,
1486,Lentil with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,1 portion (282g),335.58,49.63,16.36,7.9,3.44,9.59,16.92,501.96,16.779,16.54333333,21.81333333,12.34375,17.2,38.36,5.64,20.915,1.976940801,0.915288636,61,28,
1488,Lentil with spinach and spices stewed,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Bowl-soup (16 and 1/2 cm) (378.59g),227.15,24.61,12.49,8.71,3.18,7.19,0,787.47,11.3575,8.203333333,16.65333333,13.609375,15.9,28.76,0,32.81125,1.684388465,1.450001226,52,48,
1491,Licorice,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Piece (13g),29.67,6.75,0.64,0.1,0.08,0.39,0,15.6,1.4835,2.25,0.853333333,0.15625,0.4,1.56,0,0.65,1.032004582,0.552845752,32,14,
1498,Liver roll ngoh hiang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cylindrical Piece/Tube (74g),276.02,10.95,9.92,21.39,10.43,1.18,65.12,488.4,13.801,3.65,13.22666667,33.421875,52.15,4.72,21.70666667,20.35,0.398600832,1.313528416,12,43,
1499,Liver sausage pork mildly seasoned cured,MEAT AND MEAT PRODUCTS,Pork,Slice (18g),58.72,0.4,2.54,5.13,1.91,0,28.44,154.8,2.936,0.133333333,3.386666667,8.015625,9.55,0,9.48,6.45,0.286409001,1.32207652,9,43,
1500,Lo han chai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (174g),156.6,5.74,5.05,12.53,5.22,2.61,0,765.6,7.83,1.913333333,6.733333333,19.578125,26.1,10.44,0,31.9,0.631668116,2.024020642,20,69,
1501,Lobster cooked,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),Cup (165g),160.66,0,36.3,1.49,0.33,0,191.4,504.9,8.033,0,48.4,2.328125,1.65,0,63.8,21.0375,1.266743788,0.899133732,39,27,
1509,Longbeans with egg stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-20cm (168g),137.76,3.7,7.22,10.48,3.95,3.7,18.48,549.36,6.888,1.233333333,9.626666667,16.375,19.75,14.8,6.16,22.89,1.077241509,1.70152975,33,57,
1510,Longtail shad,FISH AND FISH PRODUCTS,Fish and roe,Whole (378g),619.92,0,68.8,38.39,19.73,0,139.86,257.04,30.996,0,91.73333333,59.984375,98.65,0,46.62,10.71,1.220013902,0.74690977,38,21,
1512,Loofah angled gourd,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (141g),28.31,4.09,1.55,0.56,0.04,0.85,0,63.45,1.4155,1.363333333,2.066666667,0.875,0.2,3.4,0,2.64375,2.122999832,0.786163226,66,23,
1515,Lor bak,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (226g),865.58,3.62,39.1,77.29,26.17,0.9,131.08,1249.78,43.279,1.206666667,52.13333333,120.765625,130.85,3.6,43.69333333,52.07416667,0.512470458,1.316115861,16,43,
1516,Lor mai kai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (195g),421.4,72.15,11.7,9.56,3.51,8.78,42.9,778.05,21.07,24.05,15.6,14.9375,17.55,35.12,14.3,32.41875,1.159236,1.078385234,36,34,
1518,Lor mee (NEW),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (640g),595.2,84.48,25.6,17.28,6.85,4.48,109.44,3315.2,29.76,28.16,34.13333333,27,34.25,17.92,36.48,138.1333333,0.484281489,2.115563962,15,73,
1519,Lotus paste with salted egg pastry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (25g),106.25,11.83,1.85,5.73,2.76,0.33,26.5,18.5,5.3125,3.943333333,2.466666667,8.953125,13.8,1.32,8.833333333,0.770833333,0.279265186,0.78710371,9,23,
1520,Lotus root soup with dried squid,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (352.4g),137.44,3.88,21.5,4.23,1.48,1.76,102.2,422.88,6.872,1.293333333,28.66666667,6.609375,7.4,7.04,34.06666667,17.62,1.317986502,1.100960539,41,35,
1521,Lotus root soup with pork ribs,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (497.4g),129.58,8.95,14.42,3.98,-4.97,4.48,79.58,875.42,6.479,2.983333333,19.22666667,6.21875,-24.85,17.92,26.52666667,36.47583333,1.965142857,2.019879569,61,69,
1525,Loveletter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (13g),56.03,9.46,1.16,1.5,0.92,0.26,4.6,4.42,2.8015,3.153333333,1.546666667,2.34375,4.6,1.04,1.533333333,0.184166667,0.480276913,0.602689396,15,16,
1511,Lontong goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-16cm (146.9g),219.19,17.41,10.65,11.88,5.01,2.23,30.36,516.65,10.9595,5.803333333,14.2,18.5625,25.05,8.92,10.12,21.52708333,0.779221655,1.299095094,24,42,
1532,Luncheon meat chicken fried with oil,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Slice (71g),203.06,6.11,8.45,16.12,4.7,0,22.72,663.85,10.153,2.036666667,11.26666667,25.1875,23.5,0,7.573333333,27.66041667,0.390614699,1.675774376,12,56,
1533,Luncheon meat chicken fried without oil,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Slice (68g),180.88,5.58,9.79,13.6,5.02,0,25.84,701.08,9.044,1.86,13.05333333,21.25,25.1,0,8.613333333,29.21166667,0.435122187,1.77521431,13,60,
1534,Lychee pudding,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (75g),60,14.55,0.15,0.15,0,0.53,0,31.5,3,4.85,0.2,0.234375,0,2.12,0,1.3125,0.557120091,0.637088068,17,17,
1537,M + M Cookies Subway,FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),210.15,32,1.8,10,5.1,0.99,9.9,99.9,10.5075,10.66666667,2.4,15.625,25.5,3.96,3.3,4.1625,0.285220398,0.928781625,9,28,
1538,Macaroni soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (487.47g),410.84,48.21,38.71,7.02,3.17,9.94,43.77,583.99,20.542,16.07,51.61333333,10.96875,15.85,39.76,14.59,24.33291667,2.531642381,0.777056143,79,22,
1539,Macaroni cooked unenriched,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (140g),221.2,41.44,8.12,1.3,0.25,2.52,0,1.4,11.06,13.81333333,10.82666667,2.03125,1.25,10.08,0,0.058333333,1.899151614,0.476570221,59,11,
1540,Macaroni dried,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (92g),323.89,70.66,9.11,0.55,0.09,4.6,0,4.6,16.1945,23.55333333,12.14666667,0.859375,0.45,18.4,0,0.191666667,1.824422913,0.505449608,57,12,
1541,Macaroni fried Malay,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-20cm (295g),427.75,48.38,18.88,17.41,7.23,5.31,126.85,1115.1,21.3875,16.12666667,25.17333333,27.203125,36.15,21.24,42.28333333,46.4625,0.712100558,1.344908888,22,44,
1544,Mackerel Indian fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Whole (94g),239.04,0.47,27.17,14.29,6.49,0,69.56,224.66,11.952,0.156666667,36.22666667,22.328125,32.45,0,23.18666667,9.360833333,1.159321459,0.845683226,36,25,
1549,Makhani dal,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-20cm (204g),354.96,29.58,31.82,12.04,7,14.48,26.52,685.44,17.748,9.86,42.42666667,18.8125,35,57.92,8.84,28.56,2.595917825,0.957673869,81,29,
1550,Malay style stewed beef,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (176.19g),213.01,9.67,24.46,8.51,3.21,3.98,93.52,496.5,10.6505,3.223333333,32.61333333,13.296875,16.05,15.92,31.17333333,20.6875,1.486373916,1.060139505,46,33,
1552,Mamee chicken flavour snack,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (31g),142.6,20.55,2.95,5.39,2.62,0.93,0,785.85,7.13,6.85,3.933333333,8.421875,13.1,3.72,0,32.74375,0.313105335,2.021327202,10,69,
1555,Mango pudding,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cup (100g),47,8.9,1.3,0.7,0.4,2.4,2.4,25,2.35,2.966666667,1.733333333,1.09375,2,9.6,0.8,1.041666667,2.96519464,0.547169456,92,14,
1556,Mango dried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fruit and fruit products,Packet (127g),455.93,111.51,0.76,0.76,0.19,6.86,0,196.85,22.7965,37.17,1.013333333,1.1875,0.95,27.44,0,8.202083333,1.001833786,0.678588991,31,19,
1561,Mapo tofu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-23cm (160.36g),226.11,1.14,16.68,17.32,4.51,1.01,27.29,307.89,11.3055,0.38,22.24,27.0625,22.55,4.04,9.096666667,12.82875,1.156116369,1.108949189,36,35,
1571,Marmalade orange,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (20g),50.77,13.1,0.02,0,0,0.16,0,6.6,2.5385,4.366666667,0.026666667,0,0,0.64,0,0.275,0.19564216,0.563370029,6,14,
1573,Maw in coconut milk gravy,OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (75g),109.88,1.35,11.4,6.53,5.34,0.08,116.25,183,5.494,0.45,15.2,10.203125,26.7,0.32,38.75,7.625,0.484813237,0.990141833,15,30,
1576,McChicken McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Whole (177g),394.71,44,14.16,18,5.2,2.99,21.24,769.95,19.7355,14.66666667,18.88,28.125,26,11.96,7.08,32.08125,0.764809045,1.223649896,24,39,
1577,McFlurry with Oreo Cookies McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Cup (337g),401.03,62.01,6.74,13.99,6.61,7.99,0,229.16,20.0515,20.67,8.986666667,21.859375,33.05,31.96,0,9.548333333,1.228987903,0.824190591,38,24,
1578,McSpicy Double McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Whole (280g),924,96.01,42,42,13.61,4,140,2279.2,46.2,32.00333333,56,65.625,68.05,16,46.66666667,94.96666667,0.619959567,1.377470681,19,45,
1579,McSpicy McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Whole (205g),584.25,65.01,22.55,25.99,7.79,2.99,75.85,1320.2,29.2125,21.67,30.06666667,40.609375,38.95,11.96,25.28333333,55.00833333,0.610828231,1.314802765,19,43,
1580,McWings McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Piece (36g),124.2,4,7.92,8.5,2.8,0.25,20.16,275.04,6.21,1.333333333,10.56,13.28125,14,1,6.72,11.46,0.709139173,1.253115412,22,40,
1581,Meat Galore 10 Regular Crispy Thin Pizza Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (61g),176.29,13.7,10.98,8.3,4.3,1.8,13.42,462.99,8.8145,4.566666667,14.64,12.96875,21.5,7.2,4.473333333,19.29125,0.919093572,1.276589832,29,41,
1582,Meat paste,MEAT AND MEAT PRODUCTS,Pork,Tablespoon (20g),41.16,1.64,2.46,2.78,1,0.2,17.6,174,2.058,0.546666667,3.28,4.34375,5,0.8,5.866666667,7.25,0.470082844,1.429843728,15,47,
1584,Mee bandung,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (330g),326.7,41.25,14.19,11.55,4.62,2.97,151.8,1412.4,16.335,13.75,18.92,18.046875,23.1,11.88,50.6,58.85,0.470071121,1.765539371,15,60,
1585,Mee goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (360g),613.91,67.07,22.72,28.15,9.11,3.46,361.73,2607.05,30.6955,22.35666667,30.29333333,43.984375,45.55,13.84,120.5766667,108.6270833,0.334769343,1.858753529,10,63,
1586,Mee kuah,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-20cm (533g),532.41,37.31,4.21,40.72,31.77,1.28,23.08,2938.43,26.6205,12.43666667,5.613333333,63.625,158.85,5.12,7.693333333,122.4345833,0.081387062,2.415614025,3,84,
1588,Mee rebus without gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (463g),474.11,55.33,18.52,19.86,7.13,10.97,204.04,1895.99,23.7055,18.44333333,24.69333333,31.03125,35.65,43.88,68.01333333,78.99958333,0.767041837,1.715700855,24,58,
1590,Mee siam without gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-20cm (368g),563.04,81.7,15.46,19.87,8.17,11.78,95.68,1008.32,28.152,27.23333333,20.61333333,31.046875,40.85,47.12,31.89333333,42.01333333,0.999995347,1.13755103,31,36,
1591,Mee soto,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (541g),432.8,60.05,19.48,12.98,5.41,3.79,37.87,2677.95,21.64,20.01666667,25.97333333,20.28125,27.05,15.16,12.62333333,111.58125,0.529106613,2.25737164,16,78,
1592,Mee sua cooked,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (100g),190,31.6,13.9,0.9,0.55,4.4,0,846,9.5,10.53333333,18.53333333,1.40625,2.75,17.6,0,35.25,1.547044476,1.509433622,48,50,
1594,Mee bandung style,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),444.11,56.3,19.4,15.71,6.3,4.14,204.93,1924.34,22.2055,18.76666667,25.86666667,24.546875,31.5,16.56,68.31,80.18083333,0.477425932,1.791169925,15,61,
1595,Meringue commerial,SUGARS SWEETS AND CONFECTIONERY,Desserts (puddings mousses),Cylindrical Piece/Tube (25g),91.99,22.53,0.65,0.35,0,0,0,10,4.5995,7.51,0.866666667,0.546875,0,0,0,0.416666667,0.152486652,0.604593799,5,16,
1599,Milk shake chocolate McDonalds',FAST FOODS,All fast food outlets in alphabetical order,Glass (250ml) (360g),396,67,18,9,4.61,1.01,0,111.6,19.8,22.33333333,24,14.0625,23.05,4.04,0,4.65,0.966945051,0.700462558,30,19,
1622,Milkshake vanilla Burger King,FAST FOODS,All fast food outlets in alphabetical order,Glass (250ml) (284g),318.08,50.41,11.36,8.61,5.36,0,34.08,269.8,15.904,16.80333333,15.14666667,13.453125,26.8,0,11.36,11.24166667,0.447403104,0.868151537,14,26,
1623,Milkshake vanilla McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Cup (360g),388.8,67,14.4,9,4.61,0,0,100.8,19.44,22.33333333,19.2,14.0625,23.05,0,0,4.2,0.666170403,0.711450365,21,20,
1633,Minced lamb curry with potato,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (159.88g),230.23,11.03,13.91,14.55,7.72,2.56,100.72,358.13,11.5115,3.676666667,18.54666667,22.734375,38.6,10.24,33.57333333,14.92208333,0.700835793,1.111949229,22,35,
1634,Minced pork porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (524g),319.64,41.92,15.72,9.96,5.29,3.14,89.08,738.84,15.982,13.97333333,20.96,15.5625,26.45,12.56,29.69333333,30.785,0.710096367,1.206165708,22,38,
1636,Minced pork with bean paste canned,MEAT AND MEAT PRODUCTS,Pork,Can (178g),574.94,34.18,33.29,33.82,6.98,2.14,129.94,1539.7,28.747,11.39333333,44.38666667,52.84375,34.9,8.56,43.31333333,64.15416667,0.720302408,1.452794408,22,48,
1637,Minced pork with cucumber stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (175.03g),221.24,2.03,12.36,18.19,5.95,1.96,86.59,405.02,11.062,0.676666667,16.48,28.421875,29.75,7.84,28.86333333,16.87583333,0.694249209,1.280140465,22,41,
1638,Mini Italian (white) Bread Subway,FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),127.8,23,4.95,2,1,1,0,197.1,6.39,7.666666667,6.6,3.125,5,4,0,8.2125,0.926492439,0.917343257,29,28,
1639,Mini spring roll with dried shrimp filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (4.5g),22.77,2.07,0.49,1.39,0.96,0.14,4.01,41.22,1.1385,0.69,0.653333333,2.171875,4.8,0.56,1.336666667,1.7175,0.283635292,0.871513239,9,26,
1640,Mini Wheat Bread Subway,FAST FOODS,All fast food outlets in alphabetical order,Whole (46g),126.96,21,5.06,1.7,0.6,2,0,187.22,6.348,7,6.746666667,2.65625,3,8,0,7.800833333,1.471257807,0.833159782,46,24,
1641,Miso ramen,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (553g),316.32,48,17.31,6.14,1.49,3.48,74.1,1715.41,15.816,16,23.08,9.59375,7.45,13.92,24.7,71.47541667,0.67700839,1.947713637,21,66,
1643,Mixed nut and ham mooncake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (25g),122.43,10.69,2.7,7.65,1.39,1.04,3.9,58.38,6.1215,3.563333333,3.6,11.953125,6.95,4.16,1.3,2.4325,0.910238692,0.884397758,28,26,
1644,Mixed vegetable bhujjia,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-20cm (196g),133.28,19.8,3.72,4.51,2.53,5.29,15.68,358.68,6.664,6.6,4.96,7.046875,12.65,21.16,5.226666667,14.945,1.426947178,1.229481499,44,39,
1673,Murukku,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (22g),110,10.16,2.4,6.62,2.97,1.03,0.88,178.42,5.5,3.386666667,3.2,10.34375,14.85,4.12,0.293333333,7.434166667,0.5648584,1.133226496,18,36,
1645,Mixed vegetable kurma,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (441g),542.43,56.45,7.5,31.75,25.09,22.05,30.87,630.63,27.1215,18.81666667,10,49.609375,125.45,88.2,10.29,26.27625,1.211467195,1.059624794,38,33,
1647,Mo kuo kueh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (61g),143.96,32.27,3.23,0.24,0.09,0.55,0,74.42,7.198,10.75666667,4.306666667,0.375,0.45,2.2,0,3.100833333,0.698638579,0.650987183,22,18,
1650,Mock abalone,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (96g),50.88,6.53,0.77,2.4,1.06,3.26,0,391.68,2.544,2.176666667,1.026666667,3.75,5.3,13.04,0,16.32,1.334441823,2.093593953,41,72,
1651,Mock barbecue pork,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-16cm (121g),198.44,10.16,23.23,7.26,3.15,1.69,0,733.26,9.922,3.386666667,30.97333333,11.34375,15.75,6.76,0,30.5525,1.564283484,1.403169444,49,46,
1652,Mock chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Piece (72g),283.68,12.38,16.2,18.79,7.34,3.1,0,1828.8,14.184,4.126666667,21.6,29.359375,36.7,12.4,0,76.2,0.646591667,2.41337198,20,84,
1655,Mooncake lotus seed paste with four egg yolks baked,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (208g),974.9,70.24,20.68,67.91,19.95,2.97,814.53,435.76,48.745,23.41333333,27.57333333,106.109375,99.75,11.88,271.51,18.15666667,0.212744472,1.003302575,7,31,
1656,Mooncake lotus seed paste with one egg yolk baked,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (188g),787.53,83.17,12.8,44.84,11.2,3.89,249.48,280.12,39.3765,27.72333333,17.06666667,70.0625,56,15.56,83.16,11.67166667,0.370694798,0.921024668,11,28,
1657,Mooncake lotus seed paste with two egg yolks baked,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (192g),889.54,82,16.2,55.18,15.65,3.4,480.96,281.47,44.477,27.33333333,21.6,86.21875,78.25,13.6,160.32,11.72791667,0.271306221,0.934747124,8,28,
1658,MOS rice burger with chicken,FAST FOODS,All fast food outlets in alphabetical order,Whole (160g),321.6,52.16,16.8,5.12,1.54,2.72,36.8,65.6,16.08,17.38666667,22.4,8,7.7,10.88,12.26666667,2.733333333,1.440488557,0.579850022,45,15,
1660,Muesli bar chocolate-coated,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Piece (31g),124,18.1,1.95,4.87,2.73,1.67,2.17,32.55,6.2,6.033333333,2.6,7.609375,13.65,6.68,0.723333333,1.35625,0.802653495,0.737970854,25,21,
1661,Muesli bar plain or with dried fruit,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Piece (31g),115.63,15.75,1.74,4.74,2.11,1.8,1.24,26.04,5.7815,5.25,2.32,7.40625,10.55,7.2,0.413333333,1.085,0.995709221,0.715868037,31,20,
1662,Muesli bar with chocolate chips,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Packet (31g),105.09,16.18,1.58,3.91,2.14,1.89,2.17,55.8,5.2545,5.393333333,2.106666667,6.109375,10.7,7.56,0.723333333,2.325,0.95902527,0.779744644,30,22,
1663,Muesli bar with nuts,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Whole (31g),127.72,15.93,2.64,5.67,2.39,1.49,0,26.04,6.386,5.31,3.52,8.859375,11.95,5.96,0,1.085,0.923188062,0.730900085,29,21,
1664,Muffin banana,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (70g),277.2,30.94,4.13,15.26,10.2,0.56,77.7,179.9,13.86,10.31333333,5.506666667,23.84375,51,2.24,25.9,7.495833333,0.175576802,0.973235892,5,30,
